county,state,state_abb,year,total_population
lamar county,texas,TX,2010,49820
lamar county,texas,TX,2011,49861
lamar county,texas,TX,2012,49656
lamar county,texas,TX,2013,49092
lamar county,texas,TX,2014,49411
lamar county,texas,TX,2015,49373
lamar county,texas,TX,2016,49528
lamar county,texas,TX,2017,49568
lamar county,texas,TX,2018,49729
lamar county,texas,TX,2019,49859
lamb county,texas,TX,2010,13993
lamb county,texas,TX,2011,14059
lamb county,texas,TX,2012,13863
lamb county,texas,TX,2013,13663
lamb county,texas,TX,2014,13484
lamb county,texas,TX,2015,13259
lamb county,texas,TX,2016,13195
lamb county,texas,TX,2017,13165
lamb county,texas,TX,2018,13103
lamb county,texas,TX,2019,12893
lampasas county,texas,TX,2010,19762
lampasas county,texas,TX,2011,19924
lampasas county,texas,TX,2012,20054
lampasas county,texas,TX,2013,20142
lampasas county,texas,TX,2014,20106
lampasas county,texas,TX,2015,20362
lampasas county,texas,TX,2016,20524
lampasas county,texas,TX,2017,20861
lampasas county,texas,TX,2018,21134
lampasas county,texas,TX,2019,21428
la salle county,texas,TX,2010,6913
la salle county,texas,TX,2011,7002
la salle county,texas,TX,2012,7157
la salle county,texas,TX,2013,7444
la salle county,texas,TX,2014,7481
la salle county,texas,TX,2015,7637
la salle county,texas,TX,2016,7596
la salle county,texas,TX,2017,7530
la salle county,texas,TX,2018,7493
la salle county,texas,TX,2019,7520
lavaca county,texas,TX,2010,19256
lavaca county,texas,TX,2011,19311
lavaca county,texas,TX,2012,19528
lavaca county,texas,TX,2013,19631
lavaca county,texas,TX,2014,19779
lavaca county,texas,TX,2015,19919
lavaca county,texas,TX,2016,19891
lavaca county,texas,TX,2017,20028
lavaca county,texas,TX,2018,20114
lavaca county,texas,TX,2019,20154
lee county,texas,TX,2010,16591
lee county,texas,TX,2011,16556
lee county,texas,TX,2012,16505
lee county,texas,TX,2013,16545
lee county,texas,TX,2014,16621
lee county,texas,TX,2015,16868
lee county,texas,TX,2016,16975
lee county,texas,TX,2017,17109
lee county,texas,TX,2018,17097
lee county,texas,TX,2019,17239
leon county,texas,TX,2010,16723
leon county,texas,TX,2011,16829
leon county,texas,TX,2012,16741
leon county,texas,TX,2013,16620
leon county,texas,TX,2014,16730
leon county,texas,TX,2015,17028
leon county,texas,TX,2016,17200
leon county,texas,TX,2017,17235
leon county,texas,TX,2018,17260
leon county,texas,TX,2019,17404
liberty county,texas,TX,2010,75859
liberty county,texas,TX,2011,75990
liberty county,texas,TX,2012,76370
liberty county,texas,TX,2013,76849
liberty county,texas,TX,2014,78045
liberty county,texas,TX,2015,79537
liberty county,texas,TX,2016,81354
liberty county,texas,TX,2017,83597
liberty county,texas,TX,2018,85802
liberty county,texas,TX,2019,88219
limestone county,texas,TX,2010,23492
limestone county,texas,TX,2011,23591
limestone county,texas,TX,2012,23686
limestone county,texas,TX,2013,23440
limestone county,texas,TX,2014,23529
limestone county,texas,TX,2015,23442
limestone county,texas,TX,2016,23472
limestone county,texas,TX,2017,23391
limestone county,texas,TX,2018,23343
limestone county,texas,TX,2019,23437
lipscomb county,texas,TX,2010,3283
lipscomb county,texas,TX,2011,3334
lipscomb county,texas,TX,2012,3447
lipscomb county,texas,TX,2013,3490
lipscomb county,texas,TX,2014,3553
lipscomb county,texas,TX,2015,3559
lipscomb county,texas,TX,2016,3494
lipscomb county,texas,TX,2017,3364
lipscomb county,texas,TX,2018,3342
lipscomb county,texas,TX,2019,3233
live oak county,texas,TX,2010,11556
live oak county,texas,TX,2011,11507
live oak county,texas,TX,2012,11655
live oak county,texas,TX,2013,11817
live oak county,texas,TX,2014,12057
live oak county,texas,TX,2015,12173
live oak county,texas,TX,2016,12023
live oak county,texas,TX,2017,12146
live oak county,texas,TX,2018,12148
live oak county,texas,TX,2019,12207
llano county,texas,TX,2010,19336
llano county,texas,TX,2011,19073
llano county,texas,TX,2012,19266
llano county,texas,TX,2013,19509
llano county,texas,TX,2014,19666
llano county,texas,TX,2015,20081
llano county,texas,TX,2016,20592
llano county,texas,TX,2017,21167
llano county,texas,TX,2018,21600
llano county,texas,TX,2019,21795
loving county,texas,TX,2010,84
loving county,texas,TX,2011,95
loving county,texas,TX,2012,86
loving county,texas,TX,2013,106
loving county,texas,TX,2014,89
loving county,texas,TX,2015,119
loving county,texas,TX,2016,117
loving county,texas,TX,2017,133
loving county,texas,TX,2018,148
loving county,texas,TX,2019,169
lubbock county,texas,TX,2010,280301
lubbock county,texas,TX,2011,283408
lubbock county,texas,TX,2012,285961
lubbock county,texas,TX,2013,289515
lubbock county,texas,TX,2014,294433
lubbock county,texas,TX,2015,298337
lubbock county,texas,TX,2016,302094
lubbock county,texas,TX,2017,305413
lubbock county,texas,TX,2018,307627
lubbock county,texas,TX,2019,310569
lynn county,texas,TX,2010,5914
lynn county,texas,TX,2011,5886
lynn county,texas,TX,2012,5796
lynn county,texas,TX,2013,5728
lynn county,texas,TX,2014,5798
lynn county,texas,TX,2015,5746
lynn county,texas,TX,2016,5775
lynn county,texas,TX,2017,5832
lynn county,texas,TX,2018,5848
lynn county,texas,TX,2019,5951
mcculloch county,texas,TX,2010,8231
mcculloch county,texas,TX,2011,8254
mcculloch county,texas,TX,2012,8241
mcculloch county,texas,TX,2013,8243
mcculloch county,texas,TX,2014,8152
mcculloch county,texas,TX,2015,8255
mcculloch county,texas,TX,2016,8124
mcculloch county,texas,TX,2017,7941
mcculloch county,texas,TX,2018,7982
mcculloch county,texas,TX,2019,7984
mclennan county,texas,TX,2010,235917
mclennan county,texas,TX,2011,237852
mclennan county,texas,TX,2012,239368
mclennan county,texas,TX,2013,241443
mclennan county,texas,TX,2014,243166
mclennan county,texas,TX,2015,245444
mclennan county,texas,TX,2016,247553
mclennan county,texas,TX,2017,251631
mclennan county,texas,TX,2018,254196
mclennan county,texas,TX,2019,256623
mcmullen county,texas,TX,2010,711
mcmullen county,texas,TX,2011,697
mcmullen county,texas,TX,2012,730
mcmullen county,texas,TX,2013,760
mcmullen county,texas,TX,2014,799
mcmullen county,texas,TX,2015,828
mcmullen county,texas,TX,2016,806
mcmullen county,texas,TX,2017,765
mcmullen county,texas,TX,2018,731
mcmullen county,texas,TX,2019,743
madison county,texas,TX,2010,13739
madison county,texas,TX,2011,13753
madison county,texas,TX,2012,13746
madison county,texas,TX,2013,13820
madison county,texas,TX,2014,13871
madison county,texas,TX,2015,13968
madison county,texas,TX,2016,14120
madison county,texas,TX,2017,14251
madison county,texas,TX,2018,14363
madison county,texas,TX,2019,14284
marion county,texas,TX,2010,10485
marion county,texas,TX,2011,10475
marion county,texas,TX,2012,10374
marion county,texas,TX,2013,10277
marion county,texas,TX,2014,10149
marion county,texas,TX,2015,10136
marion county,texas,TX,2016,10125
marion county,texas,TX,2017,10057
marion county,texas,TX,2018,9915
marion county,texas,TX,2019,9854
martin county,texas,TX,2010,4809
martin county,texas,TX,2011,4884
martin county,texas,TX,2012,4980
martin county,texas,TX,2013,5272
martin county,texas,TX,2014,5462
martin county,texas,TX,2015,5646
martin county,texas,TX,2016,5616
martin county,texas,TX,2017,5531
martin county,texas,TX,2018,5681
martin county,texas,TX,2019,5771
mason county,texas,TX,2010,4010
mason county,texas,TX,2011,4033
mason county,texas,TX,2012,4056
mason county,texas,TX,2013,4120
mason county,texas,TX,2014,4095
mason county,texas,TX,2015,4057
mason county,texas,TX,2016,4161
mason county,texas,TX,2017,4179
mason county,texas,TX,2018,4259
mason county,texas,TX,2019,4274
matagorda county,texas,TX,2010,36709
matagorda county,texas,TX,2011,36681
matagorda county,texas,TX,2012,36544
matagorda county,texas,TX,2013,36500
matagorda county,texas,TX,2014,36478
matagorda county,texas,TX,2015,36766
matagorda county,texas,TX,2016,37088
matagorda county,texas,TX,2017,36805
matagorda county,texas,TX,2018,36566
matagorda county,texas,TX,2019,36643
maverick county,texas,TX,2010,54432
maverick county,texas,TX,2011,55260
maverick county,texas,TX,2012,55765
maverick county,texas,TX,2013,56532
maverick county,texas,TX,2014,57115
maverick county,texas,TX,2015,57720
maverick county,texas,TX,2016,58041
maverick county,texas,TX,2017,58111
maverick county,texas,TX,2018,58276
maverick county,texas,TX,2019,58722
medina county,texas,TX,2010,46114
medina county,texas,TX,2011,46507
medina county,texas,TX,2012,46796
medina county,texas,TX,2013,47238
medina county,texas,TX,2014,47830
medina county,texas,TX,2015,48402
medina county,texas,TX,2016,49254
medina county,texas,TX,2017,50183
medina county,texas,TX,2018,50862
medina county,texas,TX,2019,51584
menard county,texas,TX,2010,2230
menard county,texas,TX,2011,2214
menard county,texas,TX,2012,2204
menard county,texas,TX,2013,2137
menard county,texas,TX,2014,2128
menard county,texas,TX,2015,2134
menard county,texas,TX,2016,2091
menard county,texas,TX,2017,2110
menard county,texas,TX,2018,2120
menard county,texas,TX,2019,2138
midland county,texas,TX,2010,136974
midland county,texas,TX,2011,140224
midland county,texas,TX,2012,147332
midland county,texas,TX,2013,152356
midland county,texas,TX,2014,156725
midland county,texas,TX,2015,162328
midland county,texas,TX,2016,163850
midland county,texas,TX,2017,165318
midland county,texas,TX,2018,172505
midland county,texas,TX,2019,176832
milam county,texas,TX,2010,24681
milam county,texas,TX,2011,24607
milam county,texas,TX,2012,24114
milam county,texas,TX,2013,24090
milam county,texas,TX,2014,24143
milam county,texas,TX,2015,24362
milam county,texas,TX,2016,24680
milam county,texas,TX,2017,24939
milam county,texas,TX,2018,25045
milam county,texas,TX,2019,24823
mills county,texas,TX,2010,4968
mills county,texas,TX,2011,4883
mills county,texas,TX,2012,4832
mills county,texas,TX,2013,4872
mills county,texas,TX,2014,4872
mills county,texas,TX,2015,4889
mills county,texas,TX,2016,4884
mills county,texas,TX,2017,4917
mills county,texas,TX,2018,4883
mills county,texas,TX,2019,4873
mitchell county,texas,TX,2010,9412
mitchell county,texas,TX,2011,9396
mitchell county,texas,TX,2012,9329
mitchell county,texas,TX,2013,8999
mitchell county,texas,TX,2014,9070
mitchell county,texas,TX,2015,8856
mitchell county,texas,TX,2016,8474
mitchell county,texas,TX,2017,8215
mitchell county,texas,TX,2018,8525
mitchell county,texas,TX,2019,8545
montague county,texas,TX,2010,19718
montague county,texas,TX,2011,19759
montague county,texas,TX,2012,19477
montague county,texas,TX,2013,19387
montague county,texas,TX,2014,19365
montague county,texas,TX,2015,19252
montague county,texas,TX,2016,19390
montague county,texas,TX,2017,19399
montague county,texas,TX,2018,19584
montague county,texas,TX,2019,19818
montgomery county,texas,TX,2010,459208
montgomery county,texas,TX,2011,471415
montgomery county,texas,TX,2012,484565
montgomery county,texas,TX,2013,498392
montgomery county,texas,TX,2014,517146
montgomery county,texas,TX,2015,535753
montgomery county,texas,TX,2016,555216
montgomery county,texas,TX,2017,571615
montgomery county,texas,TX,2018,589770
montgomery county,texas,TX,2019,607391
moore county,texas,TX,2010,22005
moore county,texas,TX,2011,22070
moore county,texas,TX,2012,22430
moore county,texas,TX,2013,22146
moore county,texas,TX,2014,21986
moore county,texas,TX,2015,21725
moore county,texas,TX,2016,21641
moore county,texas,TX,2017,21604
moore county,texas,TX,2018,21083
moore county,texas,TX,2019,20940
morris county,texas,TX,2010,12919
morris county,texas,TX,2011,12770
morris county,texas,TX,2012,12703
morris county,texas,TX,2013,12680
morris county,texas,TX,2014,12606
morris county,texas,TX,2015,12370
morris county,texas,TX,2016,12429
morris county,texas,TX,2017,12375
morris county,texas,TX,2018,12303
morris county,texas,TX,2019,12388
motley county,texas,TX,2010,1205
motley county,texas,TX,2011,1200
motley county,texas,TX,2012,1197
motley county,texas,TX,2013,1192
motley county,texas,TX,2014,1149
motley county,texas,TX,2015,1146
motley county,texas,TX,2016,1170
motley county,texas,TX,2017,1226
motley county,texas,TX,2018,1232
motley county,texas,TX,2019,1200
nacogdoches county,texas,TX,2010,64685
nacogdoches county,texas,TX,2011,65655
nacogdoches county,texas,TX,2012,65866
nacogdoches county,texas,TX,2013,65193
nacogdoches county,texas,TX,2014,65240
nacogdoches county,texas,TX,2015,65462
nacogdoches county,texas,TX,2016,65549
nacogdoches county,texas,TX,2017,65317
nacogdoches county,texas,TX,2018,65161
nacogdoches county,texas,TX,2019,65204
navarro county,texas,TX,2010,47869
navarro county,texas,TX,2011,48074
navarro county,texas,TX,2012,48163
navarro county,texas,TX,2013,48036
navarro county,texas,TX,2014,47913
navarro county,texas,TX,2015,48181
navarro county,texas,TX,2016,48405
navarro county,texas,TX,2017,48739
navarro county,texas,TX,2018,49536
navarro county,texas,TX,2019,50113
newton county,texas,TX,2010,14448
newton county,texas,TX,2011,14563
newton county,texas,TX,2012,14434
newton county,texas,TX,2013,14341
newton county,texas,TX,2014,14292
newton county,texas,TX,2015,14158
newton county,texas,TX,2016,14160
newton county,texas,TX,2017,13908
newton county,texas,TX,2018,13751
newton county,texas,TX,2019,13595
nolan county,texas,TX,2010,15244
nolan county,texas,TX,2011,15143
nolan county,texas,TX,2012,14932
nolan county,texas,TX,2013,15068
nolan county,texas,TX,2014,15126
nolan county,texas,TX,2015,15111
nolan county,texas,TX,2016,15044
nolan county,texas,TX,2017,14854
nolan county,texas,TX,2018,14799
nolan county,texas,TX,2019,14714
nueces county,texas,TX,2010,340245
nueces county,texas,TX,2011,343263
nueces county,texas,TX,2012,347939
nueces county,texas,TX,2013,352946
nueces county,texas,TX,2014,356657
nueces county,texas,TX,2015,360504
nueces county,texas,TX,2016,361642
nueces county,texas,TX,2017,361235
nueces county,texas,TX,2018,362026
nueces county,texas,TX,2019,362294
ochiltree county,texas,TX,2010,10171
ochiltree county,texas,TX,2011,10444
ochiltree county,texas,TX,2012,10612
ochiltree county,texas,TX,2013,10704
ochiltree county,texas,TX,2014,10715
ochiltree county,texas,TX,2015,10698
ochiltree county,texas,TX,2016,10257
ochiltree county,texas,TX,2017,9996
ochiltree county,texas,TX,2018,9866
ochiltree county,texas,TX,2019,9836
oldham county,texas,TX,2010,2050
oldham county,texas,TX,2011,2072
oldham county,texas,TX,2012,2046
oldham county,texas,TX,2013,2088
oldham county,texas,TX,2014,2069
oldham county,texas,TX,2015,2064
oldham county,texas,TX,2016,2074
oldham county,texas,TX,2017,2104
oldham county,texas,TX,2018,2118
oldham county,texas,TX,2019,2112
orange county,texas,TX,2010,82012
orange county,texas,TX,2011,82341
orange county,texas,TX,2012,82887
orange county,texas,TX,2013,82811
orange county,texas,TX,2014,83244
orange county,texas,TX,2015,83955
orange county,texas,TX,2016,84549
orange county,texas,TX,2017,84971
orange county,texas,TX,2018,83474
orange county,texas,TX,2019,83396
palo pinto county,texas,TX,2010,28095
palo pinto county,texas,TX,2011,28062
palo pinto county,texas,TX,2012,27867
palo pinto county,texas,TX,2013,27886
palo pinto county,texas,TX,2014,28041
palo pinto county,texas,TX,2015,27966
palo pinto county,texas,TX,2016,28125
palo pinto county,texas,TX,2017,28544
palo pinto county,texas,TX,2018,28874
palo pinto county,texas,TX,2019,29189
panola county,texas,TX,2010,23772
panola county,texas,TX,2011,24007
panola county,texas,TX,2012,24001
panola county,texas,TX,2013,23790
panola county,texas,TX,2014,23750
panola county,texas,TX,2015,23667
panola county,texas,TX,2016,23419
panola county,texas,TX,2017,23211
panola county,texas,TX,2018,23142
panola county,texas,TX,2019,23194
parker county,texas,TX,2010,117316
parker county,texas,TX,2011,118320
parker county,texas,TX,2012,119482
parker county,texas,TX,2013,119785
parker county,texas,TX,2014,122147
parker county,texas,TX,2015,125640
parker county,texas,TX,2016,128967
parker county,texas,TX,2017,133501
parker county,texas,TX,2018,138070
parker county,texas,TX,2019,142878
parmer county,texas,TX,2010,10265
parmer county,texas,TX,2011,10276
parmer county,texas,TX,2012,10184
parmer county,texas,TX,2013,9986
parmer county,texas,TX,2014,9952
parmer county,texas,TX,2015,9794
parmer county,texas,TX,2016,9762
parmer county,texas,TX,2017,9710
parmer county,texas,TX,2018,9719
parmer county,texas,TX,2019,9605
pecos county,texas,TX,2010,15523
pecos county,texas,TX,2011,15643
pecos county,texas,TX,2012,15568
pecos county,texas,TX,2013,15660
pecos county,texas,TX,2014,15828
pecos county,texas,TX,2015,16030
pecos county,texas,TX,2016,15881
pecos county,texas,TX,2017,15634
pecos county,texas,TX,2018,15709
pecos county,texas,TX,2019,15823
polk county,texas,TX,2010,45446
polk county,texas,TX,2011,45580
polk county,texas,TX,2012,45510
polk county,texas,TX,2013,45522
polk county,texas,TX,2014,45813
polk county,texas,TX,2015,46613
polk county,texas,TX,2016,47656
polk county,texas,TX,2017,48990
polk county,texas,TX,2018,49955
polk county,texas,TX,2019,51353
potter county,texas,TX,2010,121371
